split	class_name	path
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10323_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10330_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10334_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10338_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10340_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10343_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10355_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10365_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10394_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10399_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/1039_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10401_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/1044_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10455_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10486_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10487_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10493_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10499_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10516_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10526_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10545_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10574_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10578_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10601_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10617_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10667_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10674_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10675_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10681_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10686_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10690_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10729_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10741_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10761_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10764_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10777_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10787_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10798_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10811_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10812_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10847_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10855_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/1086_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10872_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10893_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10896_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10911_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10954_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/10987_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11008_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11018_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11022_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11029_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11031_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11060_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11076_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11080_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11100_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11107_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11151_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11176_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/1119_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11208_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11218_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11229_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11238_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/1123_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11240_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11251_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11276_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11280_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11283_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11297_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11304_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/1130_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11372_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11400_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11424_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/1144_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11451_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11475_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/1147_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11514_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11572_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11583_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/115_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11633_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11643_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11661_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/1166_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11689_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11691_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/116_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11709_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11721_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11734_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11768_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11772_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11775_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11802_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11812_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11844_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11849_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11879_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11897_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11919_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11944_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11958_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11963_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/11979_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12009_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12010_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12030_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12037_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12073_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12078_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12079_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12083_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12095_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/1211_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12130_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12131_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12149_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/1214_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12165_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12192_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12230_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12252_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12265_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12270_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12284_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12296_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12325_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12328_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12344_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12345_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12393_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12420_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12429_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12430_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/1243_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12461_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12469_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12477_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12492_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12493_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12499_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/1249_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12507_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12534_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12540_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12553_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12660_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12668_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/1270_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12730_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12740_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12761_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12785_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/1278_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12802_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12910_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12922_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12944_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12967_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/1296_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/12991_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/13008_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/13016_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/13030_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/13051_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/13055_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/13068_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/1306_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/13086_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/13165_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/13181_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/13194_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/1319_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/13206_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/13230_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/13260_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/1329_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/13312_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/13326_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/13334_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/1335_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/13368_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/1338_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/13401_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/13419_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/13420_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/13434_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/13436_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/13457_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/13483_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/13489_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/13490_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/13497_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/13522_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/13570_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/13578_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/13613_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/13627_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/13649_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/13656_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/13660_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/13668_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/13747_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/1376_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/13800_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/13801_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/13817_airplane.png
train	airplane	/Users/pritishrv/Documents/Courseworks/NeuralComputing/archive (5)/cifar10/train/airplane/1381_airplane.png
